target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,-0.42372974,1.5931898,-0.35697003,-0.19450959,0.45098685,-0.01366941,-0.22537209,-0.12096377,-0.52038448,-0.52767345,-0.68587842,-0.30954983,0.3569978,-1.5309975,2.2359704,-0.51835196,-0.09855562,2.2442336
1.0,-0.91717425,-1.7120863,-0.35697003,-0.19450959,-0.41355967,-0.1161178,-0.56392988,-0.13459883,1.9690334,1.8539513,2.00208,2.0187109,-2.6453411,1.8355208,-0.45725247,2.0082089,-0.75109892,-0.6691086
0.0,0.85100189,-0.75529588,-0.35697003,-0.19450959,-0.20771612,-0.11145158,-0.30231709,-0.12808007,0.090813271,0.14146484,0.079921701,0.054049863,0.38577418,0.0018186649,-0.38992187,0.058925761,-0.79787903,-0.37519429
1.0,-0.76639954,0.27107933,-0.35697003,-0.19450959,0.34806426,-0.087767496,-0.086871172,-0.11179451,-0.49710073,-0.48010437,-0.49698107,-0.50815475,0.55843262,-0.4069323,0.12948539,-0.49505376,-0.1764323,-0.21997582
0.0,0.30273022,-1.5555206,-0.35697003,-0.19450959,1.006767,-0.034661557,-0.45620681,-0.12691953,0.27611289,0.23660288,0.3632677,0.20682293,-0.58303174,0.80796626,-0.78428679,0.34627024,-0.47895868,-0.4917882
1.0,-0.90346746,-0.059448279,-0.35697003,-0.19450959,0.10105098,-0.083022314,-0.27153921,-0.10837764,-0.47090655,-0.63549667,-0.25447772,-0.56620852,-1.1105992,1.0577586,-0.67848145,-0.2801926,1.1141609,-0.56192579
0.0,0.72764077,-1.5381244,-0.35697003,-0.19450959,-0.53706718,-0.11963163,-0.56393005,-0.13590481,-0.61739995,-0.64183918,-0.5735611,-0.63953954,0.2802606,-0.2139111,0.081392135,-0.60377876,0.14189044,-0.51149771
0.0,1.303326,-0.21601399,-0.35697003,-0.19450959,0.24514197,-0.090392921,-0.04070432,-0.11300915,-0.19538252,-0.21054631,-0.13705507,-0.24844069,0.021272902,0.22890256,-0.40915925,-0.16111291,-0.33974882,-0.45415773
0.0,-1.1776033,0.23628695,-0.35697003,-0.19450959,-0.61940504,-0.12664747,-0.59470799,-0.13834509,-0.93464066,-0.93676741,-0.92072377,-0.93897464,0.74068324,-0.67375589,0.3988077,-0.95584049,2.5102207,-0.47335887
0.0,1.1388445,2.0280945,2.4101466,-0.19450959,-0.31063812,-0.10806554,0.005462753,-0.055028083,-0.59993715,-0.62598284,-0.71651042,-0.42871282,0.25148422,-1.269851,1.8993176,-0.61931089,-0.023091496,2.4301418
1.0,-1.4517391,-0.58133398,-0.35697003,-0.19450959,-0.18713146,-0.085271727,-0.36387306,-0.10414922,-0.88128213,-0.91139724,-0.83393309,-0.89925366,0.44332701,-0.4069323,0.24490923,-0.86782504,2.0911447,-0.51974686
1.0,-0.60191804,-0.024655899,-0.35697003,4.3903592,2.03599,1.3210083,0.66718954,0.57831995,-0.79687865,-0.84162928,-0.75480043,-0.79536801,0.24189209,-0.37286975,0.38918903,-0.78757569,1.6750883,-0.63812711
1.0,0.19307589,-1.8686521,-0.35697003,-0.19450959,-0.45472936,-0.1193798,-0.41003913,-0.13910079,2.7073215,2.9068133,2.4283753,2.8192414,-0.39118884,0.35947576,-0.21678611,2.4405199,-1.4251121,-0.5629831
0.0,-0.64303841,0.079721242,-0.35697003,-0.19450959,-0.26946902,-0.10750293,-0.28692836,-0.12106261,0.33723262,0.28100074,0.46026899,0.24043299,-0.78446667,1.0974984,-1.0728462,0.44464039,-0.37955607,-0.4785657
1.0,-1.2050169,0.72338028,-0.35697003,-0.19450959,0.18338884,0.053473121,3.8834893,0.26614851,-0.032396429,-0.058325273,-0.029842983,-0.010114708,-0.20893833,-0.0095356194,0.22567194,-0.052387885,-0.67122232,-0.71651501
0.0,0.24790305,-0.16382542,-0.35697003,-0.19450959,-0.14596251,-0.10925404,-0.56393005,-0.13354544,-0.25844262,-0.28031429,-0.22384564,-0.27593983,0.011680861,0.018849989,-0.043650348,-0.24912824,-0.41612369,-0.53938195
1.0,-1.396912,0.41024885,-0.35697003,-0.19450959,-0.5782361,-0.12433506,-0.47159606,-0.13305513,-0.85023717,-0.81943038,-0.84414376,-0.87786543,0.97089453,-0.65672461,0.13910406,-0.87300243,1.1894026,-0.12868186
0.0,0.5083321,1.8019441,-0.35697003,-0.19450959,-0.18713146,-0.10509245,0.20551969,0.0062474319,-0.60478794,-0.64818174,-0.68332573,-0.46232284,0.098010095,-1.0200588,1.6299953,-0.64519775,-0.0060957455,2.6336989
1.0,-1.396912,-1.1902006,-0.35697003,-0.19450959,0.1216352,-0.045382567,-0.17920529,-0.12682051,-0.35642823,-0.31836956,-0.30042573,-0.45621196,0.63516971,0.081297991,-0.77466797,-0.326789,0.035816498,-0.26419263
1.0,0.90582906,0.98432313,2.4101466,-0.19450959,0.61566257,-0.10085472,-0.056093271,-0.12131645,0.6030551,0.5822714,0.7180883,0.47875889,-0.67895301,1.2621341,-1.4575924,0.70609796,-0.47690957,-0.42660734
1.0,0.97436302,0.65379552,-0.35697003,-0.19450959,0.32747986,-0.0037591599,2.5908132,1.4579037,0.12864928,0.10658083,0.16160696,0.10904814,-0.30485961,0.32541321,-0.24564204,0.14435245,-0.63408701,-0.66354075
0.0,-0.28666183,0.41024885,-0.35697003,4.3903592,0.45098685,-0.078530481,0.62102246,-0.095976908,0.33335206,0.31271348,0.41942634,0.24654385,-0.45833391,0.84770605,-0.97665976,0.40322138,-0.51590866,-0.44875709
0.0,-0.93088104,-0.59873017,-0.35697003,-0.19450959,-0.063624694,-0.098171451,1.0365253,-0.060196809,-0.52523523,-0.56572869,-0.45103307,-0.56926395,0.059641499,0.064266666,-0.16869289,-0.47952166,0.22160954,-0.49623494
0.0,-1.0405354,2.0280945,-0.35697003,4.3903592,0.43040219,-0.090768955,-0.10226018,-0.11052121,-0.43501079,-0.50230327,-0.58377171,-0.18733144,-0.25689906,-1.3493304,2.5437674,-0.4148044,0.082849863,2.4484574
1.0,0.27531664,-0.3725797,-0.35697003,-0.19450959,-0.37239163,-0.11376399,0.051629715,-0.11491808,-0.3661298,-0.30568449,-0.33105768,-0.46232284,0.84619675,-0.066306581,-0.73619331,-0.35785322,-0.039991325,-0.20872066
0.0,-1.259844,-0.42476827,-0.35697003,-0.19450959,-0.125378,-0.09923368,0.005462753,-0.12097874,-0.56501157,-0.61646903,-0.46890169,-0.62426223,-0.0075034805,0.17780869,-0.29373535,-0.49764245,0.50189254,-0.48507658
0.0,-0.73898595,0.98432313,2.4101466,-0.19450959,-0.24888488,-0.11475505,0.1593527,-0.10843161,-0.38553288,-0.41350766,-0.52250772,-0.19038695,0.059641499,-1.2301114,2.0243602,-0.41739313,-0.43585752,2.4698377
0.0,0.3438506,0.4972298,-0.35697003,-0.19450959,-0.66057396,-0.12664747,-0.10226018,-0.079399709,-0.93464066,-0.90822597,-0.96156644,-0.91758642,0.99967093,-0.94625652,0.60079942,-0.99725951,0.48243312,-0.41703207
0.0,-1.1501897,0.27107933,-0.35697003,-0.19450959,-0.6811584,-0.12689523,-0.64087496,-0.13966758,-0.93658098,-0.93676741,-0.92582911,-0.93897464,0.75986752,-0.69646427,0.41804501,-0.96101786,2.5102207,-0.47335887
1.0,-0.23183466,0.35806028,-0.35697003,-0.19450959,-0.55765164,-0.12392212,-0.61009698,-0.13891187,-0.94531237,-0.93676741,-0.94880311,-0.93897464,0.84619675,-0.79865201,0.50461289,-0.98431607,2.5102207,-0.47335887
1.0,-1.0953625,1.4192279,-0.35697003,-0.19450959,0.018713461,-0.078360889,0.25168685,-0.097155617,0.34596403,0.34442616,0.40411042,0.27404299,-0.29526748,0.67171612,-0.84199865,0.38768933,-0.61022645,-0.44116994
0.0,-0.97200141,0.044928862,2.4101466,-0.19450959,0.32747986,-0.067168546,0.26707558,-0.1014943,-0.36030885,-0.33739717,-0.35147902,-0.38899182,0.5008798,-0.23661936,-0.1013623,-0.37856274,-0.53045327,-0.39204649
0.0,0.48091851,-1.4337473,-0.35697003,-0.19450959,-0.39297601,-0.10925403,-0.61009697,-0.13724454,-0.95210345,-0.92091106,-0.98709311,-0.92980826,1.0572238,-1.0143817,0.65851133,-1.0231464,0.48243312,-0.31205104
1.0,-1.2187237,0.37545647,-0.35697003,-0.19450959,-0.59882056,-0.12293109,-0.31770609,-0.10509386,-0.94822283,-0.9272536,-0.98198778,-0.91758642,0.96130238,-1.0030275,0.73546057,-1.017969,-0.76668373,-0.75585747
1.0,-0.20442108,1.0191155,-0.35697003,-0.19450959,0.18338895,-0.087304478,0.036240876,-0.11366761,0.24409772,0.28100074,0.27902966,0.16404643,0.13637861,0.43327804,-0.87085467,0.26084347,-0.60990584,-0.36700811
0.0,-0.067353157,0.010136481,-0.35697003,-0.19450959,2.6329388,2.3829856,2.4215351,2.9973467,0.4381288,0.46176316,0.46537428,0.37792869,-0.14179335,0.54114283,-0.77466797,0.44981771,-0.72553733,-0.42352089
1.0,-0.78010633,0.062325052,-0.35697003,-0.19450959,-0.31063827,-0.10555329,-0.31770612,-0.12609661,-0.54172787,-0.62598284,-0.4076377,-0.61509586,-0.32404403,0.45030922,-0.43801518,-0.43551392,0.76453537,-0.43544632
0.0,1.7419434,-0.7205035,-0.35697003,-0.19450959,-0.31063849,-0.11797588,-0.45620699,-0.13211049,0.048126439,0.049497952,0.097790306,-0.013170192,-0.026687736,0.37082989,-0.6015323,0.077046522,-0.53881604,-0.43042178
1.0,-0.1633007,0.149306,-0.35697003,-0.19450959,-0.53706721,-0.11963163,-0.56393,-0.13109107,-0.93658098,-0.93676741,-0.93603977,-0.9267528,0.75986752,-0.76458941,0.53346884,-0.97137262,2.5102207,-0.54483319
1.0,1.5774619,0.37545647,-0.35697003,-0.19450959,-0.55765163,-0.12392212,-0.53315199,-0.13809319,-0.86381934,-0.78454639,-0.90030244,-0.88703182,1.421725,-0.95193362,0.18719734,-0.92477621,1.0015468,0.26105106
0.0,-0.84864029,-1.8164635,-0.35697003,-0.19450959,0.20397335,-0.10085478,-0.27153905,-0.12510451,0.21305274,0.14780732,0.33518842,0.127381,-0.76528225,0.98963358,-0.90932908,0.31779471,-0.31389991,-0.49877814
1.0,1.700823,0.8625498,2.4101466,-0.19450959,-0.084209612,-0.090593028,0.32863152,-0.10425033,0.4749946,0.44907812,0.58279716,0.36570678,-0.62140033,1.1088524,-1.2556006,0.56889763,-0.46344228,-0.43927242
0.0,0.056007969,0.91473837,-0.35697003,-0.19450959,-0.16654702,-0.11269248,0.082407672,-0.1139724,-0.37486121,-0.38179495,-0.5607977,-0.14149955,0.24189209,-1.5480288,2.3802504,-0.37597408,-0.40240042,2.2582789
1.0,0.056007969,1.1234926,-0.35697003,-0.19450959,0.65683133,-0.082464448,0.6056334,-0.099234649,0.62924929,0.59812788,0.73085174,0.53070163,-0.7940588,1.1940091,-1.2267448,0.71904151,-0.5552239,-0.46345824
0.0,0.43979814,-1.7990673,-0.35697003,-0.19450959,-0.20771586,-0.11035885,0.69796735,-0.064009929,-0.041127894,-0.023441325,-0.032395624,-0.068168529,0.19393137,0.02452708,-0.23602348,-0.054976548,-0.72241929,-0.44152617
1.0,-1.6162206,-0.58133398,-0.35697003,-0.19450959,-0.22830037,-0.10826132,0.005462753,-0.10585101,-0.84829687,-0.86382818,-0.88243377,-0.78314618,0.54884048,-0.92354813,1.0144015,-0.90665538,1.0444202,-1.0879697
1.0,-0.88976066,0.13190981,-0.35697003,-0.19450959,-0.57823611,-0.12532609,-0.57931901,-0.13865997,-0.83374454,-0.73063479,-0.89009176,-0.85647721,1.6135677,-1.0597985,0.17757868,-0.88335718,0.67652148,0.47994403
1.0,1.1114309,-0.75529588,-0.35697003,-0.19450959,1.1096894,0.20336744,0.3901876,0.47403178,-0.70762438,-0.74966242,-0.66800975,-0.70675965,0.19393137,-0.31609879,0.34109578,-0.69956024,0.74842499,-0.62339853
0.0,-1.2735508,0.60160695,-0.35697003,-0.19450959,-0.35180707,-0.10806556,-0.44081806,-0.12978038,-0.76195306,-0.75600495,-0.74203708,-0.78314618,0.67353826,-0.49208877,0.15834135,-0.77463223,0.41034323,-0.40116671
1.0,-1.4106188,-0.12903304,-0.35697003,-0.19450959,-0.55765171,-0.12491316,-0.57931901,-0.13790426,-0.82307283,-0.74331988,-0.85435443,-0.85342175,1.3929486,-0.88380846,0.10062946,-0.88076849,0.65045001,0.17036642
1.0,-1.4654459,0.25368314,-0.35697003,-0.19450959,-0.37239156,-0.11475504,-0.44081807,-0.13507035,-0.82016236,-0.72746351,-0.8645651,-0.84731083,1.5080542,-0.96896491,0.12948539,-0.88076849,0.51236706,0.32406509
1.0,-0.73898595,-0.18122161,-0.35697003,-0.19450959,-0.43414496,-0.12194005,-0.47159607,-0.13758938,-0.82695345,-0.73380606,-0.86967043,-0.85647721,1.5176464,-0.96328781,0.11024807,-0.88594587,0.6707278,0.33112219
0.0,1.1114309,-1.0858235,-0.35697003,-0.19450959,-0.49589831,-0.11830663,-0.53315204,-0.13235884,-0.78523678,-0.80357402,-0.73437909,-0.81981169,0.47210339,-0.30474456,0.042917534,-0.76686617,0.95921647,-0.4438003
1.0,0.52203889,0.98432313,-0.35697003,-0.19450959,-0.043040146,-0.10088053,1.8675311,0.94710604,-0.17500926,-0.15346343,-0.1804503,-0.18733144,0.33781346,-0.1798484,-0.034031704,-0.20512052,-0.82520707,-0.55275878
1.0,-1.2050169,0.044928862,-0.35697003,-0.19450959,-0.55765162,-0.1259042,-0.54854099,-0.13588903,-0.81919221,-0.72429224,-0.85945977,-0.85342175,1.5272385,-0.94057942,0.062154822,-0.8781798,0.67652148,0.30225768
1.0,-1.0131218,-1.1728044,-0.35697003,-0.19450959,-0.37239234,-0.12367436,-0.47159626,-0.13834508,2.3415728,2.3803821,2.239478,2.4006431,-1.5518375,1.2394258,-0.54382035,2.248957,-1.0836622,-0.61136211
1.0,-0.61562483,-0.12903304,-0.35697003,-0.19450959,-0.14596251,-0.090887609,-0.24076109,-0.1253091,-0.40202556,-0.33105466,-0.38211106,-0.48982198,0.97089453,-0.19687978,-0.64000679,-0.40962705,-0.085536358,-0.1742959
1.0,0.28902343,-1.0684273,-0.35697003,-0.19450959,-0.37239139,-0.12268337,-0.39465071,-0.13412572,1.6401508,1.5082826,1.7748924,1.5878908,-2.5302355,2.244272,-1.2652194,1.7778153,-0.57951905,-0.59161611
1.0,-0.039939574,-1.955633,-0.35697003,-0.19450959,-0.33122263,-0.12037081,0.12857516,-0.054272364,2.786874,2.9702387,2.4513493,2.9811808,-0.60221591,0.047235444,0.52385019,2.4638181,-1.4634524,-0.74983768
0.0,-0.30036862,1.610586,-0.35697003,-0.19450959,-0.37239156,-0.11277297,-0.071482304,-0.12071186,-0.58926548,-0.62598284,-0.70119441,-0.41343553,0.14597073,-1.2301114,1.9377923,-0.60636745,0.021036293,2.4657712
1.0,1.0977241,-0.70310731,-0.35697003,-0.19450959,8.396587,15.215578,1.636696,1.9214049,-0.36030885,-0.37228112,-0.35913706,-0.34621539,0.18433933,-0.28771329,0.30262115,-0.38632885,0.33843511,-0.62021857
0.0,-1.5613935,0.6885879,-0.35697003,-0.19450959,-0.31063827,-0.10659397,0.020851814,-0.11785713,-0.45150341,-0.43887783,-0.63227238,-0.24232972,0.48169554,-1.5764143,2.1878772,-0.46140081,-0.3619049,2.1772476
1.0,-0.68415879,-0.35518351,2.4101466,-0.19450959,-0.18713128,-0.093199999,-0.14842722,-0.12153056,-0.47381701,-0.3595961,-0.4918757,-0.55704212,1.421725,-0.50912004,-0.56305764,-0.52094065,-0.16866416,0.018617034
0.0,1.0291902,2.1150755,2.4101466,-0.19450959,-0.14596255,-0.10674415,-0.37926217,-0.13154369,-0.54851898,-0.5974414,-0.67056241,-0.34927082,0.002088647,-1.2641739,2.139784,-0.55200494,0.080975126,2.4562175
1.0,0.23419626,0.6885879,-0.35697003,-0.19450959,-0.14596274,-0.10773519,4.2220468,-0.085003645,0.088872885,0.062182996,0.10034304,0.099881856,-0.31445191,0.14942319,0.062154822,0.079635278,-0.69167001,-0.66642084
1.0,1.4952211,-0.024655899,-0.35697003,-0.19450959,-0.063624694,0.047527048,-0.28692814,-0.011385849,-0.91135694,-0.92091106,-0.8951971,-0.9114755,0.65435401,-0.63969329,0.42766366,-0.92995359,2.3364102,-0.52435653
1.0,0.30273022,1.0191155,-0.35697003,-0.19450959,0.14222019,-0.089287036,0.14396378,-0.11300916,0.17133614,0.21440409,0.19223905,0.10293729,0.25148422,0.27999643,-0.72657467,0.17282809,-0.64922213,-0.35996731
0.0,0.87841548,-0.28559875,-0.35697003,-0.19450959,0.2863111,-0.11171705,-0.44081806,-0.12788384,-0.24292008,-0.26762919,-0.20852972,-0.257607,-0.026687736,0.03020412,-0.02441306,-0.23359619,-0.41384923,-0.54266434
0.0,-0.91717425,-0.18122161,-0.35697003,-0.19450959,0.57449358,-0.10003217,-0.47159601,-0.13354544,-0.4243391,-0.45473417,-0.3616897,-0.4653783,0.069233626,0.06994386,-0.18793018,-0.38891751,-0.052935951,-0.49361169
1.0,-0.72527916,-0.21601399,-0.35697003,-0.19450959,-0.51648274,-0.12061867,-0.41004007,-0.11642951,-0.93658098,-0.93676741,-0.93348711,-0.92980826,0.75986752,-0.74755814,0.50461289,-0.96878393,2.5102207,-0.50254282
1.0,-0.39631616,1.2626622,-0.35697003,-0.19450959,0.5950775,-0.09920089,1.3750833,-0.077628127,0.69327956,0.66155324,0.8023265,0.58569991,-0.85161148,1.2961968,-1.3421685,0.7915249,-0.54884651,-0.45785777
0.0,1.5911686,0.37545647,-0.35697003,-0.19450959,-0.70174286,-0.12730816,-0.67165295,-0.14017139,-0.9705364,-0.93676741,-1.0151724,-0.93897464,1.0955923,-1.093861,0.75469787,-1.051622,-1.8698001,0.88194247
0.0,-0.84864029,1.3496431,-0.35697003,-0.19450959,-0.16654695,-0.10682675,-0.41004012,-0.13078799,-0.76680384,-0.75917623,-0.88753911,-0.6212068,0.69272256,-1.4344868,1.7358005,-0.78239831,0.50943275,2.1651505
1.0,-0.41002295,-1.3293702,-0.35697003,-0.19450959,-0.4341457,-0.11995798,-0.25615049,-0.13204752,1.8351521,1.723929,1.9433688,1.7926068,-2.5014592,2.2272406,-1.2652194,1.9486692,-0.66110228,-0.58768777
0.0,-0.21812787,-0.82488064,-0.35697003,-0.19450959,-0.14596229,-0.11189525,-0.56393005,-0.13459883,0.38574043,0.42370794,0.39900507,0.32904127,0.030865116,0.40489254,-0.71695611,0.38251193,-0.7717049,-0.40575355
1.0,-0.24554145,-1.7816711,-0.35697003,-0.19450959,-0.45473126,-0.11579337,-0.34848411,-0.13322975,2.3503044,2.3676972,2.2445833,2.4342532,-1.7532724,1.2223944,-0.31297264,2.2541343,-1.0637804,-0.65194573
0.0,-0.60191804,-0.77269207,-0.35697003,-0.19450959,-0.53706712,-0.12565644,-0.42542912,-0.12908762,0.22954544,0.28734328,0.22287104,0.17932379,0.33781346,0.14374599,-0.58229501,0.20389236,-0.79579274,-0.35978683
0.0,-0.670452,2.1846602,2.4101466,-0.19450959,0.059882149,-0.081307552,-0.025315176,-0.046463322,-0.62031043,-0.58792759,-0.71395775,-0.53259844,0.79823606,-1.1336007,1.1202067,-0.70214893,-0.97956575,2.540765
0.0,0.35755739,-0.59873017,-0.35697003,-0.19450959,2.4065102,-0.025241749,-0.47159609,-0.13354544,-0.14008369,-0.15663469,-0.073238346,-0.20260872,-0.036279863,0.3310903,-0.52458306,-0.096395629,-0.33121917,-0.44239232
0.0,-0.10847353,1.7497555,-0.35697003,-0.19450959,0.4304023,-0.070232115,0.17474171,-0.088794933,-0.43986156,-0.49596071,-0.60674571,-0.18122055,-0.15138557,-1.4742265,2.6495727,-0.40962705,0.064050113,2.37298
1.0,-0.067353157,0.21889076,-0.35697003,-0.19450959,-0.47531381,-0.11797591,-0.39465104,-0.13261429,-0.8065802,-0.71477844,-0.8492491,-0.835089,1.4888699,-0.94625652,0.11024807,-0.86523636,0.44960236,0.28362153
0.0,1.4815143,0.53202219,-0.35697003,-0.19450959,0.6774158,0.13176513,-0.48698521,-0.13034716,-0.10612824,-0.22006017,0.054395034,-0.18733144,-0.94753284,0.98395644,-0.71695611,0.03303887,0.13968799,-0.54341136
0.0,-0.93088104,-0.59873017,-0.35697003,-0.19450959,-0.063624694,-0.098171451,1.0365253,-0.060196809,-0.52523523,-0.56572869,-0.45103307,-0.56926395,0.059641499,0.064266666,-0.16869289,-0.47952166,0.22160954,-0.49623494
0.0,1.0977241,-0.7205035,-0.35697003,-0.19450959,-0.24888488,-0.10170374,0.020851759,-0.10330874,-0.57180268,-0.5974414,-0.51740241,-0.60592949,0.23229997,-0.10604617,-0.053268991,-0.54682759,0.13691334,-0.47874747
0.0,1.6185822,0.74077647,-0.35697003,-0.19450959,-0.47531381,-0.11995799,-0.47159609,-0.13456654,-0.62031043,-0.61646903,-0.73693175,-0.47760013,0.53924833,-1.2868823,1.639614,-0.66072987,-0.42214827,2.3471756
0.0,1.6871162,-0.35518351,-0.35697003,-0.19450959,-0.35180747,-0.11450594,-0.36387303,-0.12427451,-0.037247225,-0.058325273,0.023762946,-0.089556701,-0.16097761,0.37650708,-0.47648975,0.0019745131,-0.45104721,-0.47867267
1.0,0.54945247,-0.42476827,-0.35697003,-0.19450959,-0.37239092,-0.11673712,-0.45620681,-0.13211049,1.4761947,1.3180064,1.6957598,1.3495649,-2.6357488,2.6757313,-1.8904318,1.6975661,-0.42256429,-0.54671595
1.0,-0.78010633,-0.024655899,-0.35697003,-0.19450959,0.32748008,-0.082055676,-0.24076104,-0.10622748,-0.44277205,-0.53084471,-0.30042573,-0.52343207,-0.43914974,0.58655966,-0.55343899,-0.326789,0.52094458,-0.4512117
1.0,-1.4928595,0.079721242,-0.35697003,-0.19450959,-0.51648274,-0.12557385,-0.48698501,-0.13488142,-0.82501315,-0.7401486,-0.86201244,-0.85342175,1.4409092,-0.92354813,0.11986673,-0.88594587,0.58961634,0.24401576
0.0,-1.2187237,2.0802831,2.4101466,-0.19450959,-0.0018712725,-0.086015016,-0.11764918,-0.12808004,-0.62128059,-0.65452428,-0.73693175,-0.4439901,0.20352358,-1.2812052,1.9666482,-0.63225432,0.11097056,2.4144968
1.0,0.6728136,1.0017193,-0.35697003,-0.19450959,0.51274042,-0.057043245,0.4825218,-0.092784837,0.57686091,0.55690126,0.69000902,0.4543152,-0.65017654,1.2280715,-1.4287364,0.67762243,-0.47982101,-0.42577664
0.0,1.2347921,-0.68571112,-0.35697003,-0.19450959,-0.57823611,-0.12066009,-0.56392988,-0.13459883,-0.52232479,-0.56572869,-0.44592769,-0.56620852,0.030865116,0.081297991,-0.16869289,-0.47434424,0.21070977,-0.50539165
1.0,-0.10847353,-0.23341018,-0.35697003,-0.19450959,0.16280433,-0.062510794,-0.040704431,-0.10782669,-0.51941433,-0.67355192,-0.34892638,-0.56926395,-0.97630931,0.71145566,-0.22640475,-0.37597408,1.1120607,-0.62014305
1.0,0.22048947,-0.59873017,-0.35697003,-0.19450959,-0.22830026,-0.094191045,-0.20998316,-0.077447476,-0.34478636,-0.27714305,-0.31574169,-0.44093467,0.89415743,-0.089014945,-0.74581213,-0.3423211,-0.095796119,-0.19485183
1.0,1.5226347,-1.4163511,-0.35697003,-0.19450959,-0.43414428,-0.11698486,-0.28692764,-0.11567369,2.5734401,2.7197082,2.3492425,2.6725794,-0.76528225,0.61494501,-0.27449806,2.3602704,-1.3216959,-0.59490031
1.0,0.78246793,1.0887003,2.4101466,-0.19450959,0.65683107,-0.0817313,-0.17920546,-0.11906556,0.29842638,0.31271348,0.36071506,0.20682293,-0.11301697,0.66036179,-1.0055158,0.34368158,-0.53598764,-0.39483889
0.0,0.85100189,-0.65091874,-0.35697003,-0.19450959,-0.31063816,-0.10360863,0.17474162,-0.096944539,-0.79493833,-0.80357402,-0.76501109,-0.81370078,0.56802478,-0.45234913,0.19681595,-0.79793043,0.73292081,-0.44752603
0.0,-0.053646366,0.53202219,-0.35697003,-0.19450959,-0.53706721,-0.1246654,0.051629715,-0.042369925,-0.92202865,-0.89236962,-0.94625044,-0.9114755,1.0188552,-0.91787104,0.53346884,-0.98172738,0.47084577,-0.35139913
0.0,-0.53338408,1.2278698,-0.35697003,-0.19450959,-0.043040146,-0.098898465,-0.1484272,-0.1336219,-0.53105613,-0.55938615,-0.63227238,-0.37676996,0.17474712,-1.1108923,1.7069446,-0.57530314,-0.32745586,2.5599644
1.0,-1.4654459,-0.58133398,-0.35697003,-0.19450959,-0.31063819,-0.11896694,-0.48698502,-0.13639284,-0.89680462,-0.92091106,-0.8569071,-0.9114755,0.51047195,-0.4693804,0.28338383,-0.89112325,2.1867404,-0.5186095
0.0,-1.1364829,-1.1554083,-0.35697003,-0.19450959,-0.18713079,-0.10555332,-0.39465141,-0.1339626,0.75051871,0.75986261,0.80998431,0.66208639,-0.52547897,1.0123417,-1.1882702,0.79929077,-0.70131507,-0.43214296
1.0,-0.64303841,-0.42476827,-0.35697003,-0.19450959,-0.10479364,0.051491203,0.17474162,0.11103919,-0.86187904,-0.9050547,-0.80840643,-0.87480997,0.30903707,-0.35016139,0.28338383,-0.84193815,2.1199606,-0.57772326
1.0,1.7419434,1.3496431,-0.35697003,-0.19450959,1.0067669,-0.0047764086,0.86724633,-0.041631608,0.084992268,0.084381957,0.11055367,0.054049863,-0.074648373,0.24025664,-0.33220992,0.089990002,-0.66368167,-0.52605319
1.0,-1.3420848,1.1408888,-0.35697003,-0.19450959,-0.33122274,-0.12037092,0.051629826,-0.097536752,-0.11194912,-0.10906565,-0.080896317,-0.15066595,0.11719435,0.11536054,-0.31297264,-0.10416167,-0.56525017,-0.45386679
0.0,0.90582906,-0.076844469,-0.35697003,-0.19450959,-0.29005387,-0.098457244,-0.41003966,-0.12704127,0.073350445,0.097066915,0.092684954,0.026550722,0.15556286,0.18916277,-0.47648975,0.071869125,-0.67967291,-0.41615744
1.0,-1.1638965,-1.1554083,-0.35697003,-0.19450959,-0.26946973,-0.11119426,-0.28692764,-0.12656072,2.265901,2.2662164,2.1782139,2.3456448,-1.8396017,1.2734882,-0.31297264,2.1868284,-1.0266974,-0.65562273
0.0,0.57686606,0.20149457,-0.35697003,-0.19450959,-0.47531374,-0.12491316,-0.50237396,-0.13758938,-0.15366587,-0.25177285,-0.0247377,-0.21177512,-0.76528225,0.73416423,-0.47648975,-0.047210558,0.071143381,-0.55968712
1.0,0.35755739,0.25368314,-0.35697003,-0.19450959,-0.53706721,-0.12565644,-0.54854104,-0.13891187,-0.8279236,-0.73697733,-0.86967043,-0.85647721,1.4984621,-0.95761071,0.11986673,-0.88853456,0.6156878,0.31214987
1.0,1.5637551,-0.0072597088,-0.35697003,-0.19450959,-0.51648274,-0.12557385,-0.53315201,-0.13733748,-0.93076004,-0.93676741,-0.9181711,-0.92980826,0.70231471,-0.67943298,0.44690096,-0.95325179,2.5102207,-0.51846183
1.0,-1.6299274,-1.2597854,-0.35697003,-0.19450959,-0.084209167,-0.082711576,-0.22537217,-0.10433815,-0.45732439,-0.40082256,-0.4255064,-0.54482029,0.88456529,-0.16281723,-0.61115094,-0.45363477,0.069938656,-0.20603516
1.0,-0.93088104,-0.076844469,-0.35697003,-0.19450959,0.14221975,-0.082116782,-0.17920518,-0.11090287,-0.4311302,-0.58792759,-0.24171433,-0.50204384,-1.0722306,0.910154,-0.46687111,-0.26724909,0.91424448,-0.58579607
1.0,0.3438506,-0.51174922,-0.35697003,-0.19450959,-0.29005387,-0.11376409,-0.31770656,-0.13154367,1.5256725,1.3719179,1.7238391,1.4198406,-2.6357488,2.5735436,-1.717296,1.7260416,-0.46160065,-0.55924236
